tracker_age1_hits1_thresh0.01.json,1,1,0.01,0.09523809523809523,48.0064270349716,192.0257081398864,4,17,1,1,21
tracker_age1_hits1_thresh0.02.json,1,1,0.02,0.09523809523809523,48.0064270349716,192.0257081398864,4,17,1,1,21
tracker_age1_hits1_thresh0.03.json,1,1,0.03,0.09523809523809523,48.0064270349716,192.0257081398864,4,17,1,1,21
tracker_age1_hits1_thresh0.04.json,1,1,0.04,0.09523809523809523,48.0064270349716,192.0257081398864,4,17,1,1,21
tracker_age1_hits1_thresh0.05.json,1,1,0.05,0.09523809523809523,48.0064270349716,192.0257081398864,4,17,1,1,21
tracker_age1_hits1_thresh0.060000000000000005.json,1,1,0.060000000000000005,0.09523809523809523,48.0064270349716,192.0257081398864,4,17,1,1,21
tracker_age1_hits1_thresh0.06999999999999999.json,1,1,0.06999999999999999,0.09523809523809523,48.0064270349716,192.0257081398864,4,17,1,1,21
tracker_age1_hits1_thresh0.08.json,1,1,0.08,0.09523809523809523,48.0064270349716,192.0257081398864,4,17,1,1,21
tracker_age1_hits1_thresh0.09.json,1,1,0.09,0.09523809523809523,48.0064270349716,192.0257081398864,4,17,1,1,21
tracker_age1_hits2_thresh0.01.json,1,2,0.01,0.09523809523809523,45.52083333333333,91.04166666666666,2,19,0,0,21
tracker_age1_hits2_thresh0.02.json,1,2,0.02,0.09523809523809523,45.52083333333333,91.04166666666666,2,19,0,0,21
tracker_age1_hits2_thresh0.03.json,1,2,0.03,0.09523809523809523,45.52083333333333,91.04166666666666,2,19,0,0,21
tracker_age1_hits2_thresh0.04.json,1,2,0.04,0.09523809523809523,45.52083333333333,91.04166666666666,2,19,0,0,21
tracker_age1_hits2_thresh0.05.json,1,2,0.05,0.09523809523809523,45.52083333333333,91.04166666666666,2,19,0,0,21
tracker_age1_hits2_thresh0.060000000000000005.json,1,2,0.060000000000000005,0.09523809523809523,45.52083333333333,91.04166666666666,2,19,0,0,21
tracker_age1_hits2_thresh0.06999999999999999.json,1,2,0.06999999999999999,0.09523809523809523,45.52083333333333,91.04166666666666,2,19,0,0,21
tracker_age1_hits2_thresh0.08.json,1,2,0.08,0.09523809523809523,45.52083333333333,91.04166666666666,2,19,0,0,21
tracker_age1_hits2_thresh0.09.json,1,2,0.09,0.09523809523809523,45.52083333333333,91.04166666666666,2,19,0,0,21
tracker_age1_hits3_thresh0.01.json,1,3,0.01,,,0.0,0,21,0,0,21
tracker_age1_hits3_thresh0.02.json,1,3,0.02,,,0.0,0,21,0,0,21
tracker_age1_hits3_thresh0.03.json,1,3,0.03,,,0.0,0,21,0,0,21
tracker_age1_hits3_thresh0.04.json,1,3,0.04,,,0.0,0,21,0,0,21
tracker_age1_hits3_thresh0.05.json,1,3,0.05,,,0.0,0,21,0,0,21
tracker_age1_hits3_thresh0.060000000000000005.json,1,3,0.060000000000000005,,,0.0,0,21,0,0,21
tracker_age1_hits3_thresh0.06999999999999999.json,1,3,0.06999999999999999,,,0.0,0,21,0,0,21
tracker_age1_hits3_thresh0.08.json,1,3,0.08,,,0.0,0,21,0,0,21
tracker_age1_hits3_thresh0.09.json,1,3,0.09,,,0.0,0,21,0,0,21
tracker_age1_hits4_thresh0.01.json,1,4,0.01,,,0.0,0,21,0,0,21
tracker_age1_hits4_thresh0.02.json,1,4,0.02,,,0.0,0,21,0,0,21
tracker_age1_hits4_thresh0.03.json,1,4,0.03,,,0.0,0,21,0,0,21
tracker_age1_hits4_thresh0.04.json,1,4,0.04,,,0.0,0,21,0,0,21
tracker_age1_hits4_thresh0.05.json,1,4,0.05,,,0.0,0,21,0,0,21
tracker_age1_hits4_thresh0.060000000000000005.json,1,4,0.060000000000000005,,,0.0,0,21,0,0,21
tracker_age1_hits4_thresh0.06999999999999999.json,1,4,0.06999999999999999,,,0.0,0,21,0,0,21
tracker_age1_hits4_thresh0.08.json,1,4,0.08,,,0.0,0,21,0,0,21
tracker_age1_hits4_thresh0.09.json,1,4,0.09,,,0.0,0,21,0,0,21
tracker_age1_hits5_thresh0.01.json,1,5,0.01,,,0.0,0,21,0,0,21
tracker_age1_hits5_thresh0.02.json,1,5,0.02,,,0.0,0,21,0,0,21
tracker_age1_hits5_thresh0.03.json,1,5,0.03,,,0.0,0,21,0,0,21
tracker_age1_hits5_thresh0.04.json,1,5,0.04,,,0.0,0,21,0,0,21
tracker_age1_hits5_thresh0.05.json,1,5,0.05,,,0.0,0,21,0,0,21
